lakecode,lakename,lakeorriver,continent,country,state,latitude,longitude,elevation,mean_depth,max_depth,surface_area,shoreline,largest_city_population,power_plant_discharge,inlet_streams,area_drained,landuse_code,conductivity_us,secchi_depth,contributor,filename,initials,lat_decimal,lon_decimal,median_depth,comments
WRS157,ST LAWRENCE RIVER,R,N,CANADA,ON,45 13,74 12,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.22,-74.2,-999,-999
WRS158,ST LAWRENCE RIVER,R,N,CANADA,ON,44 56,75 02,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,44.93,-75.03,-999,-999
WRS159,ST LAWRENCE RIVER,R,N,CANADA,QC,45 22,73 48,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.37,-73.8,-999,-999
WRS16,BUSHE RIVER,R,N,CANADA,AB,58 37,117 10,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,58.62,-117.17,-999,-999
WRS160,ST. LAWRENCE RIVER,R,N,CANADA,QC,48 36,68 12,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.6,-68.2,-999,-999
WRS162,ST. LAWRENCE RIVER,R,N,CANADA,QC,47 48,69 33,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,47.8,-69.55,-999,-999
WRS163,ST. MARY RIVER,R,N,CANADA,BC,49 37,115 47,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.62,-115.78,-999,-999
WRS164,ST. MAURICE RIVER,R,N,CANADA,QC,46 23,72 37,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,46.38,-72.62,-999,-999
WRS165,STEWART RIVER,R,N,CANADA,YT,63 37,135 52,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,63.62,-135.87,-999,-999
WRS166,STIKINE RIVER,R,N,CANADA,BC,57 58,129 16,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,57.97,-129.27,-999,-999
WRS167,SWIFT CURRENT CREEK,R,N,CANADA,SK,50 17,107 41,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.28,-107.68,-999,-999
WRS168,SYLVIA GRINNELL RIVER,R,N,CANADA,NT,63 45,68 32,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,63.75,-68.53,-999,-999
WRS169,THOMPSON RIVER,R,N,CANADA,BC,50 43,121 17,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.72,-121.28,-999,-999
WRS17,CHAPLEAU RIVER,R,N,CANADA,ON,47 5,83 26,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,47.08,-83.43,-999,-999
WRS170,THOMPSON RIVER,R,N,CANADA,BC,50 42,120 27,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.7,-120.45,-999,-999
WRS172,TRENT RIVER,R,N,CANADA,ON,44 07,77 32,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,44.12,-77.53,-999,-999
WRS173,UPPER DEAN RIVER,R,N,CANADA,BC,52 21,125 20,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,52.35,-125.33,-999,-999
WRS174,UPPER HUMBER RIVER,R,N,CANADA,NF,49 10,57 26,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.17,-57.43,-999,-999
WRS175,UPPER ST MARYS RIVER,R,N,CANADA,ON,46 29,84 30,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,46.48,-84.5,-999,-999
WRS176,VERMILION RIVER,R,N,CANADA,MB,51 06,100 03,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.1,-100.05,-999,-999
WRS177,VERMILION RIVER,R,N,CANADA,AB,53 21,11 05,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53.35,-11.08,-999,-999
WRS178,WEST KETTLE RIVER,R,N,CANADA,BC,49 30,119 05,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.5,-119.08,-999,-999
WRS179,WHITE RIVER,R,N,CANADA,ON,48 41,85 37,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.68,-85.62,-999,-999
WRS18,CHAUDIERE RIVER,R,N,CANADA,QC,45 35,70 52,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.58,-70.87,-999,-999
WRS180,WHITE RIVER,R,N,CANADA,YT,62 22,140 24,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,62.37,-140.4,-999,-999
WRS181,WHITE RIVER,R,N,CANADA,ON,48 36,85 17,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.6,-85.28,-999,-999
WRS182,WHITEMUD RIVER,R,N,CANADA,MB,50 14,99 30,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.23,-99.5,-999,-999
WRS183,WILLOW CREEK,R,N,CANADA,AB,50 00,113 38,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50,-113.63,-999,-999
WRS184,WINISK RIVER,R,N,CANADA,ON,55 14,85 07,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,55.23,-85.12,-999,-999
WRS185,YUKON RIVER 1,R,N,CANADA,YT,60 43,135 04,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,60.72,-135.07,-999,-999
WRS186,YUKON RIVER 2,R,N,CANADA,YT,60 43,135 04,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,60.72,-135.07,-999,-999
WRS187,YUKON RIVER AT OLD DUMP SITE,R,N,CANADA,YT,60 43,135 04,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,60.72,-135.07,-999,-999
WRS189,YUKON RIVER,R,N,CANADA,YT,64 03,139 08,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,64.05,-139.13,-999,-999
WRS19,CHIBOUGAMAU RIVER,R,N,CANADA,QC,49 47,74 52,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.78,-74.87,-999,-999
WRS190,ADIES LAKE,L,N,CANADA,NF,49 10,57 26,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.17,-57.43,-999,-999
WRS191,AISHIHIK LAKE,L,N,CANADA,YT,61 39,137 29,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,61.65,-137.48,-999,-999
WRS192,ALLEN LAKE,L,N,CANADA,BC,58 25,130 00,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,58.42,-130,-999,-999
WRS193,ALLUMETTE LAKE,L,N,CANADA,ON,45 57,77 19,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.95,-77.32,-999,-999
WRS194,ALTA LAKE,L,N,CANADA,BC,50 06,122 59,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.1,-122.98,-999,-999
WRS195,ANAHIM LAKE,L,N,CANADA,BC,52 21,125 20,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,52.35,-125.33,-999,-999
WRS196,ATHAPAPUSKOW LAKE,L,N,CANADA,MB,54 37,101 21,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54.62,-101.35,-999,-999
WRS197,ATLIN LAKE,L,N,CANADA,BC,59 34,133 42,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,59.57,-133.7,-999,-999
WRS198,ATLIN LAKE,L,N,CANADA,YT,60 43,135 04,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,60.72,-135.07,-999,-999
WRS199,ATTAWAPISKAT LAKE,L,N,CANADA,ON,52 14,87 53,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,52.23,-87.88,-999,-999
WRS2,ASSINIBOINE RIVER,R,N,CANADA,MB,49 53,97 28,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.88,-97.47,-999,-999
WRS20,CHURCHILL RIVER,R,N,CANADA,MB,58 45,94 04,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,58.75,-94.07,-999,-999
WRS200,ATTILA LAKE,L,N,CANADA,QC,53 38,77 42,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53.63,-77.7,-999,-999
WRS201,BACK BAY,L,N,CANADA,NT,62 28,114 27,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,62.47,-114.45,-999,-999
WRS202,BAGNELL LAKE,L,N,CANADA,NT,68 18,85 40,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.3,-85.67,-999,-999
WRS203,BAKER LAKE,L,N,CANADA,NT,64 18,96 05,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,64.3,-96.08,-999,-999
WRS204,BALLENDEN LAKE,L,N,CANADA,NT,68 24,88 13,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.4,-88.22,-999,-999
WRS205,BARROW LAKE,L,N,CANADA,NT,68 26,89 43,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.43,-89.72,-999,-999
WRS206,BARTON BAY LAKE KENOGAMISIS,L,N,CANADA,ON,49 47,86 56,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.78,-86.93,-999,-999
WRS207,BASS LAKE,L,N,CANADA,ON,44 38,79 32,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,44.63,-79.53,-999,-999
WRS208,BAY OF QUINTE,L,N,CANADA,ON,44 07,77 32,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,44.12,-77.53,-999,-999
WRS209,BEAR LAKE,L,N,CANADA,AB,55 11,118 53,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,55.18,-118.88,-999,-999
WRS21,CHURCHILL RIVER,R,N,CANADA,NF,53 19,60 25,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53.32,-60.42,-999,-999
WRS210,BEAUSOLEIL BAY,L,N,CANADA,ON,44 51,79 52,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,44.85,-79.87,-999,-999
WRS211,BEAVERLODGE LAKE,L,N,CANADA,SK,59 34,108 29,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,59.57,-108.48,-999,-999
WRS212,BIG QUILL LAKE,L,N,CANADA,SK,51 46,104 12,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.77,-104.2,-999,-999
WRS213,BIG TROUT LAKE,L,N,CANADA,ON,53 50,89 52,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53.83,-89.87,-999,-999
WRS214,BIGWOOD LAKE,L,N,CANADA,ON,50 07,91 54,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.12,-91.9,-999,-999
WRS215,BROCHET BAY OF REINDEER LAKE,L,N,CANADA,MB,57 53,101 41,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,57.88,-101.68,-999,-999
WRS216,BURNS LAKE,L,N,CANADA,BC,54 14,125 46,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54.23,-125.77,-999,-999
WRS217,CACHE LAKE,L,N,CANADA,QC,49 47,74 52,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.78,-74.87,-999,-999
WRS218,CANOE LAKE,L,N,CANADA,AB,54 25,110 17,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54.42,-110.28,-999,-999
WRS219,CARMI LAKE,L,N,CANADA,BC,49 30,119 05,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.5,-119.08,-999,-999
WRS22,CHURCHILL RIVER,R,N,CANADA,SK,55 32,102 21,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,55.53,-102.35,-999,-999
WRS220,CHARLIE LAKE,L,N,CANADA,BC,56 14,120 44,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,56.23,-120.73,-999,-999
WRS221,CHURCHILL LAKE,L,N,CANADA,SK,55 51,108 28,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,55.85,-108.47,-999,-999
WRS222,CLEARWATER LAKE,L,N,CANADA,MB,53 58,101 06,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53.97,-101.1,-999,-999
WRS223,COLD LAKE,L,N,CANADA,AB,54 25,110 17,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54.42,-110.28,-999,-999
WRS224,COLPOYS BAY,L,N,CANADA,ON,44 45,81 06,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,44.75,-81.1,-999,-999
WRS225,CONTWOYTO LAKE,L,N,CANADA,NT,65 29,110 22,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,65.48,-110.37,-999,-999
WRS226,CRANBERRY LAKES,L,N,CANADA,MB,54 37,101 21,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54.62,-101.35,-999,-999
WRS227,CREE LAKE - CABLE BAY,L,N,CANADA,SK,57 21,107 08,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,57.35,-107.13,-999,-999
WRS228,CROOKED LAKE,L,N,CANADA,BC,59 54,126 26,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,59.9,-126.43,-999,-999
WRS229,DAUPHIN LAKE,L,N,CANADA,MB,51 06,100 03,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.1,-100.05,-999,-999
WRS23,CLEARWATER RIVER,R,N,CANADA,AB,56 39,111 13,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,56.65,-111.22,-999,-999
WRS230,DEADMANS POND,L,N,CANADA,NF,48 57,54 34,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.95,-54.57,-999,-999
WRS231,DEASE LAKE,L,N,CANADA,BC,58 25,131 00,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,58.42,-131,-999,-999
WRS232,DEER LAKE,L,N,CANADA,NF,49 10,57 26,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.17,-57.43,-999,-999
WRS233,DEWAR LAKES,L,N,CANADA,NT,68 39,71 10,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.65,-71.17,-999,-999
WRS234,DIEFENBAKER LAKE,L,N,CANADA,SK,51 17,106 50,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.28,-106.83,-999,-999
WRS235,DOG POND LAKE,L,N,CANADA,NT,63 20,90 43,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,63.33,-90.72,-999,-999
WRS236,EKAPO LAKE,L,N,CANADA,SK,50 23,102 41,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.38,-102.68,-999,-999
WRS237,ELDON LAKE,L,N,CANADA,MB,56 52,101 05,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,56.87,-101.08,-999,-999
WRS238,ENNADAI LAKE,L,N,CANADA,NT,61 08,100 55,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,61.13,-100.92,-999,-999
WRS239,ETTLE DAM RESERVIOR,L,N,CANADA,MB,56 21,94 42,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,56.35,-94.7,-999,-999
WRS24,COAL RIVER,R,N,CANADA,BC,59 39,127 04,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,59.65,-127.07,-999,-999
WRS240,FARNSWORTH LAKE,L,N,CANADA,MB,58 45,94 04,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,58.75,-94.07,-999,-999
WRS241,FENOR LAKE,L,N,CANADA,NT,69 05,79 02,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,69.08,-79.03,-999,-999
WRS242,FORT WILLIAM HARBOUR,L,N,CANADA,ON,48 22,89 19,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.37,-89.32,-999,-999
WRS243,FRAME LAKE,L,N,CANADA,NT,62 28,114 27,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,62.47,-114.45,-999,-999
WRS244,FRESH WATER LAKE,L,N,CANADA,NT,72 46,118 30,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,72.77,-118.5,-999,-999
WRS245,GEORGIAN BAY,L,N,CANADA,ON,44 51,79 52,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,44.85,-79.87,-999,-999
WRS246,GILMAN LAKE,L,N,CANADA,QC,49 46,74 32,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.77,-74.53,-999,-999
WRS247,GLENMORE RESERVOIR ELBOW RIVER,L,N,CANADA,AB,51 07,114 01,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.12,-114.02,-999,-999
WRS248,GOLDEN LAKE,L,N,CANADA,ON,45 34,77 25,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.57,-77.42,-999,-999
WRS249,GOSHEN LAKE,L,N,CANADA,NS,45 23,61 58,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.38,-61.97,-999,-999
WRS25,COLUMBIA RIVER,R,N,CANADA,BC,49 18,117 38,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.3,-117.63,-999,-999
WRS250,GRACE LAKE,L,N,CANADA,MB,53 58,101 06,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53.97,-101.1,-999,-999
WRS251,GRAHAM LAKE,L,N,CANADA,ON,49 16,90 35,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.27,-90.58,-999,-999
WRS252,GRAND LAKE,L,N,CANADA,NS,46 10,60 03,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,46.17,-60.05,-999,-999
WRS253,GREAT BEAR LAKE,L,N,CANADA,NT,66 05,118 02,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,66.08,-118.03,-999,-999
WRS254,GREAT SLAVE LAKE (CHRISTIE BAY),L,N,CANADA,NT,62 24,110 44,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,62.4,-110.73,-999,-999
WRS255,GREAT SLAVE LAKE - CHARLTON BAY,L,N,CANADA,NT,62 43,111 10,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,62.72,-111.17,-999,-999
WRS256,GREAT SLAVE LAKE - MCLEOD BAY,L,N,CANADA,NT,62 43,110 10,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,62.72,-110.17,-999,-999
WRS257,GREAT SLAVE LAKE - POLICE BAY,L,N,CANADA,NT,62 43,109 10,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,62.72,-109.17,-999,-999
WRS258,GREAT SLAVE LAKE,L,N,CANADA,NT,60 50,115 47,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,60.83,-115.78,-999,-999
WRS259,GULL LAKE,L,N,CANADA,ON,44 58,79 18,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,44.97,-79.3,-999,-999
WRS26,COLUMBIA RIVER,R,N,CANADA,BC,50 58,118 11,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.97,-118.18,-999,-999
WRS260,HAMILTON HARBOUR,L,N,CANADA,ON,43 10,79 56,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,43.17,-79.93,-999,-999
WRS261,HEMING LAKE,L,N,CANADA,MB,54 53,101 07,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54.88,-101.12,-999,-999
WRS262,HOURGLASS LAKE,L,N,CANADA,BC,52 07,124 05,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,52.12,-124.08,-999,-999
WRS263,INDIAN HOUSE LAKE,L,N,CANADA,QC,56 14,64 44,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,56.23,-64.73,-999,-999
WRS264,INNER BAY OF LONG POINT BAY (LAKE E,L,N,CANADA,ON,42 52,80 20,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,42.87,-80.33,-999,-999
WRS265,ISLAND LAKE,L,N,CANADA,MB,53 51,94 39,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53.85,-94.65,-999,-999
WRS266,JACKFISH LAKE,L,N,CANADA,AB,53 34,113 31,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53.57,-113.52,-999,-999
WRS267,KALAMALKA LAKE,L,N,CANADA,BC,50 14,119 17,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.23,-119.28,-999,-999
WRS268,KEJIMKUJIK LAKE,L,N,CANADA,NS,44 26,65 12,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,44.43,-65.2,-999,-999
WRS269,KENOGAMISIS LAKE,L,N,CANADA,ON,49 47,86 56,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.78,-86.93,-999,-999
WRS27,COPPERMINE RIVER,R,N,CANADA,NT,67 49,115 08,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,67.82,-115.13,-999,-999
WRS270,KLUANE LAKE,L,N,CANADA,YT,61 22,139 03,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,61.37,-139.05,-999,-999
WRS271,KNOB LAKE,L,N,CANADA,QC,54 48,66 49,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54.8,-66.82,-999,-999
WRS272,KOOTENAY LAKE,L,N,CANADA,BC,49 55,116 55,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.92,-116.92,-999,-999
WRS273,LAC A LA TRUITE,L,N,CANADA,QC,51 27,57 11,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.45,-57.18,-999,-999
WRS274,LAC AUX BOULEAUX,L,N,CANADA,QC,51 27,57 11,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.45,-57.18,-999,-999
WRS275,LAC BLOUIN,L,N,CANADA,QC,48 04,77 47,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.07,-77.78,-999,-999
WRS276,LAC CACHE,L,N,CANADA,QC,49 46,74 32,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.77,-74.53,-999,-999
WRS277,LAC DE MONTIGNY,L,N,CANADA,QC,48 04,77 47,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.07,-77.78,-999,-999
WRS278,LAC DE MORHIBAR,L,N,CANADA,QC,51 50,62 53,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.83,-62.88,-999,-999
WRS279,LAC DES SABLES,L,N,CANADA,QC,46 03,74 17,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,46.05,-74.28,-999,-999
WRS28,CROWSNEST RIVER,R,N,CANADA,AB,49 38,114 05,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.63,-114.08,-999,-999
WRS280,LAC LA BICHE,L,N,CANADA,AB,54 46,111 58,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54.77,-111.97,-999,-999
WRS281,LAC LA CHESNAYE,L,N,CANADA,QC,49 08,68 12,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.13,-68.2,-999,-999
WRS282,LAC LA RONGE,L,N,CANADA,SK,55 09,105 16,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,55.15,-105.27,-999,-999
WRS283,LAC MALFAIT,L,N,CANADA,QC,49 08,68 12,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.13,-68.2,-999,-999
