lakecode,lakename,lakeorriver,continent,country,state,latitude,longitude,elevation,mean_depth,max_depth,surface_area,shoreline,largest_city_population,power_plant_discharge,inlet_streams,area_drained,landuse_code,conductivity_us,secchi_depth,contributor,filename,initials,lat_decimal,lon_decimal,median_depth,comments
MINN41,LAX,L,N,UNITED STATES,MN,47 21 N,91 18 W,-999,-999,10.7,1.2,-999,-999,-,-,-999,-999,-999,-999,MN climatologist,MINN,MNCL,47.35,-91.3,-999,-999
MINN42,PRIOR,L,N,UNITED STATES,MN,44 43 N,93 25 W,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,MN climatologist,MINN,MNCL,44.72,-93.42,-999,-999
MINN5,LEECH,L,N,UNITED STATES,MN,47 07 N,94 07 W,395.02,-999,45.7,443,-999,-999,-,-,-999,-999,-999,-999,CARD,MINN,MINN,47.12,-94.12,4.7,-999
MINN6,GULL,L,N,UNITED STATES,MN,46 28 N,94 22 W,-999,-999,24.4,30,61.2,-999,-,-,-999,-999,-999,-999,CARD,MINN,MINN,46.47,-94.37,9.1,-999
MINN7,ITASCA,L,N,UNITED STATES,MN,47 10 N,95 08 W,-999,-999,13.7,4,21.9,-999,-,-,-999,-999,-999,-999,CARD,MINN,MINN,47.17,-95.13,5.5,-999
MINN8,GUNFLINT,L,N,UNITED STATES,MN,48 07 N,90 45 W,-999,-999,71.9,9,29,-999,-,-,-999,-999,-999,-999,CARD,MINN,MINN,48.12,-90.75,30.2,-999
MINN9,OX,L,N,UNITED STATES,MN,46 43,94 07 W,-999,-999,22.6,1,6.1,-999,-,-,-999,-999,-999,-999,CARD,MINN,MINN,46.72,-94.12,-999,-999
ML01,LAKE VATTERN AT VISINGSO FERRY,L,E,SWEDEN,-999,58.03,14.41,89,38,120,1886,-999,-999,-,-,-999,-999,-999,-999,LINDELL,ML,ML,58.03,14.41,-999,watching the ferry between the ice conditions between the island of Visings?? and the land (Granna).
ML02,LAKE VATTERN NEAR VISINGO,L,E,SWEDEN,-999,58.03,14.41,89,38,120,1886,-999,-999,-,-,-999,-999,-999,-999,LINDELL,ML,ML,58.03,14.41,-999,Not clear of exact location but was included in comparison with ML01
NEUS,LAKE NEUSIEDL,L,E,AUSTRIA-HUNGARY,BURGENLAND,47 49 N,16 45 E,115.49,1.15,1.8,320,170,6657,-,-,1230,AFG,-999,-999,SOJA,NEUS,NEUS,47.82,16.75,-999,Office of the Burgenland Provincial Government; Archives of the Hydrographic Service; Eisenstadt; Austria
NG1,LAKE BAIKAL,L,A,RUSSIA,-999,51.85,104.87,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,GRANIN,NG,NG,51.85,104.87,-999,Observed at Listvyanka
NG2,LAKE GUSINOE,L,A,RUSSIA,-999,51,106.33,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,GRANIN,NG,NG,51,106.33,-999,-999
NG3,ANGARA RIVER,R,A,RUSSIA,IRKUTSK,52 18 N,104 16 E,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,GRANIN,NG,NG,52.3,104.27,-999,-999
PJD1,BALSAM,L,N,CANADA,ON,44.5834,78.8351,256,-999,-999,1.129,-999,5000,N,Y,-999,FGA,32,-999,DILLON,PJD,PJD,44.58,-78.84,-999,-999
PJD10,GREEN,L,N,CANADA,ON,45.1167,78.6,314.6,5,12.2,1.191,5.25,-999,N,Y,4.917,FG,64,-999,DILLON,PJD,PJD,45.12,-78.6,-999,-999
PJD11,HALIBURTON,L,N,CANADA,ON,45.2,78.4,360.3,-999,54.9,10.136,37.45,5000,N,Y,1.341,F,22,-999,DILLON,PJD,PJD,45.2,-78.4,-999,-999
PJD12,HEAD,L,N,CANADA,ON,45.05,78.5167,317,-999,-999,0.622,-999,5000,N,Y,-999,F,53,-999,DILLON,PJD,PJD,45.05,-78.52,-999,-999
PJD13,HENDERSON,L,N,CANADA,ON,44.8167,77.8,-999,-999,-999,-999,-999,-999,N,Y,-999,-999,-999,-999,DILLON,PJD,PJD,44.82,-77.8,-999,-999
PJD14,JACKS,L,N,CANADA,ON,45.3,76.9333,305.4,-999,-999,-999,-999,-999,N,Y,-999,FGA,-999,-999,DILLON,PJD,PJD,45.3,-76.93,-999,-999
PJD15,LAKE OF BAYS HAYSTACK,L,N,CANADA,ON,45.2833,79.0181,315,-999,-999,70.581,-999,200,N,Y,-999,FG,-999,-999,DILLON,PJD,PJD,45.28,-79.02,-999,-999
PJD16,LAKE OF BAYS MAIN,L,N,CANADA,ON,45.25,79.0667,315,-999,-999,70.581,-999,200,N,Y,-999,FG,-999,-999,DILLON,PJD,PJD,45.25,-79.07,-999,-999
PJD17,LAKE OF TWO RIVERS,L,N,CANADA,ON,45.5686,78.4688,392.9,-999,-999,-999,-999,-999,N,Y,-999,F,24,-999,DILLON,PJD,PJD,45.57,-78.47,-999,-999
PJD18,LITTLE HAWK,L,N,CANADA,ON,45.1667,78.7,359.7,31.6,93,3.428,19,-999,N,Y,2.247,F,30,6.7,DILLON,PJD,PJD,45.17,-78.7,-999,-999
PJD19,LONG POND,L,N,CANADA,ON,44.6333,76.55,-999,-999,-999,-999,-999,-999,N,Y,-999,-999,-999,-999,DILLON,PJD,PJD,44.63,-76.55,-999,-999
PJD2,BOSHKUNG,L,N,CANADA,ON,45.05,78.75,307.5,23.3,-999,7.164,17.6,-999,N,Y,8.791,FG,48,5.2,DILLON,PJD,PJD,45.05,-78.75,-999,-999
PJD20,MARBLE,L,N,CANADA,ON,45.2359,76.8834,281.9,-999,-999,-999,-999,-999,N,Y,-999,-999,-999,-999,DILLON,PJD,PJD,45.24,-76.88,-999,-999
PJD21,MUSKOKA,L,N,CANADA,ON,45,79.4167,223.5,-999,-999,122.058,-999,10000,N,Y,-999,F,-999,-999,DILLON,PJD,PJD,45,-79.42,-999,-999
PJD22,OBLONG,L,N,CANADA,ON,45.1833,78.4333,360.3,17.4,-999,0.214,5.75,-999,N,Y,1.512,-999,24,-999,DILLON,PJD,PJD,45.18,-78.43,-999,-999
PJD23,OPEONGO,L,N,CANADA,ON,45.7015,78.3669,403.3,-999,27.5,51.581,-999,-999,N,Y,-999,F,18,-999,DILLON,PJD,PJD,45.7,-78.37,-999,-999
PJD24,PERCY,L,N,CANADA,ON,45.2,78.3667,388.6,-999,-999,5.956,-999,-999,N,Y,6.764,F,42,-999,DILLON,PJD,PJD,45.2,-78.37,-999,-999
PJD25,ROSSEAU,L,N,CANADA,ON,45.1667,79.5833,225,23.4,-999,63.744,21.765,5000,N,Y,-999,F,-999,-999,DILLON,PJD,PJD,45.17,-79.58,-999,-999
PJD26,SCUGOG,L,N,CANADA,ON,44.1675,78.8508,249.9,-999,-999,-999,-999,5000,N,Y,-999,GUA,-999,-999,DILLON,PJD,PJD,44.17,-78.85,-999,-999
PJD27,SHABOMEKA,L,N,CANADA,ON,44.8849,77.1338,-999,-999,-999,-999,-999,-999,N,Y,-999,-999,-999,-999,DILLON,PJD,PJD,44.88,-77.13,-999,-999
PJD28,SIMCOE,L,N,CANADA,ON,44.3833,79.6833,256,15,41,725,-999,70000,N,Y,-999,UA,-999,-999,DILLON,PJD,PJD,44.38,-79.68,-999,-999
PJD29,SMOKE,L,N,CANADA,ON,45.5167,78.6833,421,-999,-999,6.071,-999,-999,N,Y,-999,F,7,-999,DILLON,PJD,PJD,45.52,-78.68,-999,-999
PJD3,CANOE,L,N,CANADA,ON,45.5501,78.7167,420.3,-999,-999,3.775,-999,-999,N,Y,-999,F,29,-999,DILLON,PJD,PJD,45.55,-78.72,-999,-999
PJD30,ST NORA,L,N,CANADA,ON,45.15,78.8333,332.8,16,39,2.62,15.57,-999,N,Y,1.798,F,33,5.8,DILLON,PJD,PJD,45.15,-78.83,-999,-999
PJD31,STONEY,L,N,CANADA,ON,46.1667,78.1,266.7,-999,-999,-999,-999,5000,N,Y,-999,AF,-999,-999,DILLON,PJD,PJD,46.17,-78.1,-999,-999
PJD32,TEMISKAMING,L,N,CANADA,ON,47.1191,79.4355,-999,-999,-999,-999,-999,10000,N,Y,-999,FA,-999,-999,DILLON,PJD,PJD,47.12,-79.44,-999,-999
PJD33,TWELVE MILE,L,N,CANADA,ON,45.0167,78.7167,307.5,-999,25,3.368,-999,-999,N,Y,8.966,FG,37,-999,DILLON,PJD,PJD,45.02,-78.72,-999,-999
PJD4,CHEMONG,L,N,CANADA,ON,44.3842,78.385,246,-999,-999,-999,-999,5000,N,Y,-999,GUA,-999,-999,DILLON,PJD,PJD,44.38,-78.39,-999,-999
PJD5,CHESLEY,L,N,CANADA,ON,44.5506,81.218,-999,-999,-999,-999,-999,-999,N,Y,-999,-999,-999,-999,DILLON,PJD,PJD,44.55,-81.22,-999,-999
PJD6,COUCHICHING,L,N,CANADA,ON,44.6683,79.3684,218.8,-999,-999,42.43,-999,40000,N,Y,-999,GUA,-999,-999,DILLON,PJD,PJD,44.67,-79.37,-999,-999
PJD7,DRC LAKES MEAN,L,N,CANADA,ON,45.22,78.93,338.51,8.8,23.1,0.52,4.63,-999,N,Y,3.091,F,28.2,4.1,DILLON,PJD,PJD,45.22,-78.93,-999,-999
PJD8,EAGLE,L,N,CANADA,ON,45.1333,78.5167,348.1,-999,24.4,2.347,12.45,-999,N,Y,2.104,FG,22,-999,DILLON,PJD,PJD,45.13,-78.52,-999,-999
PJD9,GOLD,L,N,CANADA,ON,44.7172,78.2673,-999,-999,-999,-999,-999,-999,N,Y,-999,-999,-999,-999,DILLON,PJD,PJD,44.72,-78.27,-999,-999
PL1,RED RIVER,R,N,CANADA,MB,50 00 N,97 15  W,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,LEAVITT,PL,PL,50,-97.25,-999,-999
RA1,LAKE MUEGGELSEE,L,E,GERMANY,-999,52 26,13 39,32.37,4.9,8,7.3,11.5,3500000,N,Y,7000,UAF,-999,549,ADRIAN,RA,RA,52.43,13.65,-999,-999
RA2,NEHMITZSEE,L,E,GERMANY,-999,53 10,13 02,-999,6.4,18.6,1.7,14.1,-999,Y,-,-999,F,-999,-999,ADRIAN,RA,RA,53.17,13.03,-999,-999
RA3,STECHLINSEE,L,E,GERMANY,-999,53 10,13 02,60,22.8,68,4.3,16.1,-999,Y,-,12.36,F,-999,-999,ADRIAN,RA,RA,53.17,13.03,-999,-999
RAA1,BUFFALO HARBOR TO LONG POINT,L,N,UNITED STATES,NY,42.88,78.9,173.74,27,62,-999,-999,-999,N,-,-999,-999,-999,-999,ASSEL,RAA,RAA,42.88,-78.9,-999,-999
RAA2,CHEQUAMEGON BAY,L,N,UNITED STATES,WI,46.67,90.88,182.88,7,23,-999,-999,-999,N,-,-999,-999,-999,-999,ASSEL,RAA,RAA,46.67,-90.88,-999,-999
RAA3,GRAND TRAVERSE BAY,L,N,UNITED STATES,MI,44 45 N,85 37 W,176.45,46,100,-999,-999,-999,N,-,-999,-999,-999,-999,ASSEL,RAA,RAA,44.75,-85.62,-999,-999
RAA4,GREEN BAY AT MENOMINEE,L,N,UNITED STATES,MI,45,87.64,176.45,9,-999,-999,-999,-999,N,Y,-999,-999,-999,-999,ASSEL,RAA,RAA,45,-87.64,-999,-999
RAA5,TORONTO HARBOR,L,N,CANADA,ON,43 39 N,79 27 W,74.67,9,-999,-999,-999,-999,N,-,-999,-999,-999,-999,ASSEL,RAA,RAA,43.65,-79.45,-999,-999
RB13,KEITELE SE,L,E,FINLAND,-999,62 46,26 24,99,6.3,65,55,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.77,26.4,-999,-999
RB14,KEITELE SW,L,E,FINLAND,-999,62 34,25 50,99,6.3,65,9,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.57,25.83,-999,-999
RB18,VATIAJARVI E,L,E,FINLAND,-999,62 29,25 54,89,-999,-999,6,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.48,25.9,-999,-999
RB19,KOIVUJARVI S,L,E,FINLAND,-999,63 37,26 14,131,6.6,-999,2,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,63.62,26.23,-999,-999
RB2,RUKAVESI S,L,E,FINLAND,-999,62 54,30 14,94,-999,-999,24,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.9,30.23,-999,-999
RB20,KOSKIVESI W,L,E,FINLAND,-999,62 58,26 43,98,-999,-999,4,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.97,26.72,-999,-999
RB22,NIINIVESI W,L,E,FINLAND,-999,62 46,26 41,98,11,29,20,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.77,26.68,-999,-999
RB23,KIESIMA W,L,E,FINLAND,-999,62 46,26 31,101,-999,-999,8,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.77,26.52,-999,-999
RB24,POHJOIS KONNEVESI W,L,E,FINLAND,-999,62 46,26 24,95,-999,-999,25,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.77,26.4,-999,-999
RB25,KONNEVESI W,L,E,FINLAND,-999,62 37,26 21,95,9.8,54.1,10,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.62,26.35,-999,-999
RB26,VANGINVESI E,L,E,FINLAND,-999,62 34,26 14,90,-999,-999,1.5,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.57,26.23,-999,-999
RB27,KYNSIVESI W,L,E,FINLAND,-999,62 22,26 10,88,9.2,54,2,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.37,26.17,-999,-999
RB28,KUUHANKAVESI S,L,E,FINLAND,-999,62 18,26 28,99,-999,-999,2,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.3,26.47,-999,-999
RB3,HOYTIAINEN S,L,E,FINLAND,-999,62 41,29 40,87,8.4,-999,110,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.68,29.67,-999,-999
RB30,PETAJAVESI N,L,E,FINLAND,-999,62 15,25 10,111,-999,-999,2,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.25,25.17,-999,-999
RB31,SALOSJARVI S,L,E,FINLAND,-999,62 04,25 10,103,-999,-999,2,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.07,25.17,-999,-999
RB32,ISOJARVI W,L,E,FINLAND,-999,61 40,25 09,119,-999,68,3,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,61.67,25.15,-999,-999
RB34,JOUTSJARVI C,L,E,FINLAND,-999,61 31,25 51,85,-999,-999,4,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,61.52,25.85,-999,-999
RB38,KYYVESI E,L,E,FINLAND,-999,62 02,27 11,101,5.4,-999,4,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.03,27.18,-999,-999
RB39,PYHAVESI E,L,E,FINLAND,-999,61 26,26 54,82,8.7,-999,15,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,61.43,26.9,-999,-999
RB4,ORIVESI SE,L,E,FINLAND,-999,62 06,29 53,75,9.8,-999,30,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.1,29.88,-999,-999
RB40,VUOHIJARVI E,L,E,FINLAND,-999,61 12,26 46,77,16.3,64,30,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,61.2,26.77,-999,-999
RB42,LOHJANJARVI E,L,E,FINLAND,-999,60 12,23 59,32,12.6,54,40,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,60.2,23.98,-999,-999
RB43,LANGELMAVESI S,L,E,FINLAND,-999,61 26,24 09,84,7.8,60,5,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,61.43,24.15,-999,-999
RB45,JALANTIJARVI E,L,E,FINLAND,-999,61 09,23 47,83,-999,-999,4,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,61.15,23.78,-999,-999
RB47,PIHLAJAVESI SE,L,E,FINLAND,-999,62 21,24 21,139,5,18.2,5,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.35,24.35,-999,-999
RB48,SINERVAJARVI NW,L,E,FINLAND,-999,62 25,24 48,139,10.2,37.2,4.5,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.42,24.8,-999,-999
RB49,UKONSELKA E,L,E,FINLAND,-999,62 08,24 31,106,-999,-999,9,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.13,24.52,-999,-999
RB5,MAANINKAJARVI NE,L,E,FINLAND,-999,63 13,27 14,82,12.2,69,10,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,63.22,27.23,-999,-999
RB50,PALOSELKA E,L,E,FINLAND,-999,62 01,24 28,96,4,-999,1,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.02,24.47,-999,-999
RB51,LEPPASJARVI E,L,E,FINLAND,-999,61 56,23 05,101,4.2,12.6,2,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,61.93,23.08,-999,-999
RB52,JAMIJARVI E,L,E,FINLAND,-999,61 49,22 46,101,5.1,28,9.2,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,61.82,22.77,-999,-999
RB53,KYROSJARVI W,L,E,FINLAND,-999,61 47,23 03,83,10.6,48,15,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,61.78,23.05,-999,-999
RB56,EVIJARVI S,L,E,FINLAND,-999,63 23,23 28,61,0.7,-999,7,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,63.38,23.47,-999,-999
RB57,AITTOSELKA E,L,E,FINLAND,-999,64 12,29 02,160,-999,-999,1.5,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,64.2,29.03,-999,-999
RB58,NUASJARVI N,L,E,FINLAND,-999,64 10,28 15,138,8.6,48,96.8,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,64.17,28.25,-999,-999
RB60,PORTIMOJARVI W,L,E,FINLAND,-999,66 23,23 56,63,-999,-999,3,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,66.38,23.93,-999,-999
RB61,IIJARVI SW,L,E,FINLAND,-999,69 23,27 37,193,-999,-999,6,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,69.38,27.62,-999,-999
RB62,INARI E,L,E,FINLAND,-999,69 03,28 24,119,14.4,91.8,8,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,69.05,28.4,-999,-999
RB63,1401400,L,E,FINLAND,-999,-999,-999,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,-999,-999,-999,-999
RB64,1403600,L,E,FINLAND,-999,-999,-999,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,-999,-999,-999,-999
RB65,3503710,L,E,FINLAND,-999,-999,-999,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,-999,-999,-999,-999
RB66,TANANA RIVER AT NENANA,R,N,UNITED STATES,AK,64.566,149 05 W,110,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,64.57,-149.08,-999,Data from Nenana Ice Classic.  Nenana R meets Tanana R at Nenana; AK.  Best evidence is that this is Tanana R data.
RB7,OSMAJARVI N,L,E,FINLAND,-999,62 27,27 41,79,-999,-999,4,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,62.45,27.68,-999,-999
RB8,PIHLAJAVESI N,L,E,FINLAND,-999,61 52,28 50,76,-999,-999,15,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,61.87,28.83,-999,-999
RB9,SAIMAA S,L,E,FINLAND,-999,61 05,28 16,76,17,82,15,-999,-999,-,-,-999,-999,-999,-999,BARRY,RB,RB,61.08,28.27,-999,-999
RH1,RANGELEY LAKE,L,N,UNITED STATES,ME,44 57 N,70 39 W,463,-999,45,24.3,-999,1052,N,Y,-999,-999,-999,-999,HAMMOND,RH,RH,44.95,-70.65,-999,-999
SCH1,RAWSON LAKE,L,N,CANADA,ON,49 39,93 43,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SCHINDLER,-999,DS,49.65,-93.72,-999,-999
TB01,LAKE ERKEN,L,N,SWEDEN,-999,59 51 N,18 35 E,11.1,9,20.65,23.7,-999,-999,-,-,-999,-999,-999,-999,BLENKNER,TB,TB,59.85,-18.58,-999,-999
USGS1,CHAMPLAIN,L,N,UNITED STATES,NY,44 30 00 N,73 20 00 W,95,19.5,122,1127,944.7,21326,-,-,19881,-999,-999,-999,USGS,-999,-999,44.5,-73.33,-999,-999
VSV1,LAKE BAIKAL AT BAYKALSK,L,A,RUSSIA,IRKUTSKAYA,53 30,107 30 E,456,740,1741,31500,2000,21000,Y,Y,560000,F,-999,40,VUGLINSKY,VSV,VSV,53.5,107.5,-999,-999
VSV10,LAKE GUSINOYE,L,A,RUSSIA,BURYAT REPUBLIC,51.07,106.17,550,15,23,163,-999,10000,N,Y,924,G,-999,-999,VUGLINSKY,VSV,VSV,51.07,106.17,-999,-999
VSV11,LAKE JACK LONDON,L,A,RUSSIA,MAGADANSKAYA DISTRICT,62.05,149.3,802,-999,-999,14.4,-999,-999,N,Y,221,FO,-999,9,VUGLINSKY,VSV,VSV,62.05,149.3,-999,-999
VSV12,LAKE KHANTAYSKOYE,L,A,RUSSIA,KRASNOYARSKY DISTRICT,68.14,90.1,73,-999,20,822,-999,-999,N,Y,11900,O,-999,-999,VUGLINSKY,VSV,VSV,68.14,90.1,-999,-999
VSV13,LAKE KUBENSKOYE,L,E,RUSSIA,VOLOGODSKAYA DISTRICT,59.38,39.18,108,1.3,166,-999,-999,-999,N,Y,14700,FO,-999,1,VUGLINSKY,VSV,VSV,59.38,39.18,-999,-999
VSV14,LAKE LATCHA,L,E,RUSSIA,ARKHANGELSKAYA DISTRICT,61.13,38.56,118,1.3,3.6,351,-999,-999,N,Y,12600,F,-999,-999,VUGLINSKY,VSV,VSV,61.13,38.56,-999,-999
VSV15,LAKE B.LEPRINDO,L,A,RUSSIA,CHITINSKAYA DISTRICT,56.4,117.2,984,-999,65,17.3,-999,-999,N,Y,216,F,-999,-999,VUGLINSKY,VSV,VSV,56.4,117.2,-999,-999
VSV16,LAKE M.DARPIR,L,A,RUSSIA,SAKHA REPUBLIC,64,147.2,819,-999,-999,4,-999,-999,N,Y,262,FO,-999,-999,VUGLINSKY,VSV,VSV,64,147.2,-999,-999
VSV17,LAKE NICHATKA,L,A,RUSSIA,CHITINSKAYA DISTRICT,57.45,117.28,560,-999,-999,37.3,-999,-999,N,Y,1800,FO,-999,-999,VUGLINSKY,VSV,VSV,57.45,117.28,-999,-999
VSV18,LAKE NYAKSHINGDA,L,A,RUSSIA,EVENK AUTONOMIC DISTRICT,67.08,93.35,272,-999,-999,86.2,-999,-999,N,Y,893,FO,-999,-999,VUGLINSKY,VSV,VSV,67.08,93.35,-999,-999
VSV19,LAKE SENEZHSKOYE,L,E,RUSSIA,MOSCOVSKAYA DISTRICT,56.11,37,190,3.9,6.6,8.5,-999,-999,N,Y,69,FO,-999,-999,VUGLINSKY,VSV,VSV,56.11,37,-999,-999
VSV2,LAKE IMANDRA,L,E,RUSSIA,MURMANSKAYA,67 40,32 30 E,127,13,67,876,760,55000,Y,Y,11420,O,-999,-999,VUGLINSKY,VSV,VSV,67.67,32.5,-999,-999
VSV20,LAKE SHAKSHINSKOYE,L,A,RUSSIA,CHITINSKAYA DISTRICT,52.07,112.4,963,3.4,6.3,53.6,-999,-999,N,Y,439,FO,-999,-999,VUGLINSKY,VSV,VSV,52.07,112.4,-999,-999
VSV21,LAKE SHIRA,L,A,RUSSIA,KHAKASSIA,54.3,90.7,390,11.9,21.6,32,-999,-999,N,Y,864,G,-999,-999,VUGLINSKY,VSV,VSV,54.3,90.7,-999,-999
VSV22,LAKE SOSNOVOYE,L,A,RUSSIA,BURYATIYA,52.33,111.32,950,-999,-999,24,-999,-999,N,Y,224,FO,-999,-999,VUGLINSKY,VSV,VSV,52.33,111.32,-999,-999
VSV23,LAKE SUUREEN-KUEL,L,A,RUSSIA,SAKHA REPUBLIC,65,130.41,731,-999,21,2.3,-999,-999,N,Y,403,FO,-999,-999,VUGLINSKY,VSV,VSV,65,130.41,-999,-999
VSV24,LAKE TAYMYR,L,A,RUSSIA,TAYMYR AUTONOMIC DISTRICT,74.4,101.36,6,2.8,26,4560,-999,-999,N,Y,39340,O,-999,-999,VUGLINSKY,VSV,VSV,74.4,101.36,-999,-999
VSV25,LAKE TCHALPAN,L,A,RUSSIA,KHAKASSIA,53.2,91.3,296,-999,4.6,1,-999,-999,N,Y,11,G,-999,-999,VUGLINSKY,VSV,VSV,53.2,91.3,-999,-999
VSV26,LAKE TCHUKCHAGIRSKOYE,L,A,RUSSIA,KHABAROVSKY DISTRICT,52,130.36,70,2,6,366,-999,-999,N,Y,1060,FO,-999,-999,VUGLINSKY,VSV,VSV,52,130.36,-999,-999
VSV27,LAKE ULAKHAN-KUEL,L,A,RUSSIA,SAKHA REPUBLIC,60.4,120,78,-999,3,67.8,-999,-999,N,Y,265,FO,-999,-999,VUGLINSKY,VSV,VSV,60.4,120,-999,-999
VSV29,LAKE TELETSKOYE,L,A,RUSSIA,GORNO-ALTAISKY AUTONOMIC,51.46,87.36,435,174,330,223,-999,-999,N,Y,19500,FO,-999,-999,VUGLINSKY,VSV,VSV,51.46,87.36,-999,-999
VSV3,LAKE ARAKHLEY,L,A,RUSSIA,CHITINSKAYA DISTRICT,52.12,112.49,967,10,17,58.5,-999,-999,N,Y,242,FO,-999,-999,VUGLINSKY,VSV,VSV,52.12,112.49,-999,-999
VSV30,LAKE BOLSHIE CHANY,L,A,RUSSIA,NOVOSIBIRSKAYA DISTRICT,55.33,60.54,242,2.2,9,1990,921,-999,N,Y,29940,GO,-999,1,VUGLINSKY,VSV,VSV,55.33,60.54,-999,-999
VSV31,LAKE KULUNDINSKOYE,L,A,RUSSIA,ALTAY DISTRICT,52.49,79.44,95,-999,4.9,728,-999,-999,N,Y,24100,GO,-999,-999,VUGLINSKY,VSV,VSV,52.49,79.44,-999,-999
VSV32,LAKE UBINSKOYE,L,A,RUSSIA,NOVOSIBIRSKAYA DISTRICT,55.32,80.05,120,-999,3,440,-999,-999,N,Y,2990,GO,-999,-999,VUGLINSKY,VSV,VSV,55.32,80.05,-999,-999
VSV33,LAKE SARTLAN,L,A,RUSSIA,NOVOSIBIRSKAYA DISTRICT,54.54,78.35,110,3,6,238,-999,-999,N,Y,2020,GO,-999,-999,VUGLINSKY,VSV,VSV,54.54,78.35,-999,-999
VSV34,LAKE UVILDY,L,A,RUSSIA,CHELYABINSKAYA DISTRICT,55.34,60.35,275,14,38,68.1,-999,-999,N,Y,196,FO,-999,-999,VUGLINSKY,VSV,VSV,55.34,60.35,-999,-999
VSV35,LAKE ARGAYASH,L,A,RUSSIA,CHELYABINSKAYA DISTRICT,55.33,60.54,243,5,8,7,-999,-999,N,Y,30,FO,-999,-999,VUGLINSKY,VSV,VSV,55.33,60.54,-999,-999
VSV36,LAKE LADOGA,L,E,RUSSIA,LENINGRADSKAYA DISTRICT,61,31.3,5,51,230,18130,1570,20000,N,Y,276000,FAO,81,3.5,VUGLINSKY,VSV,VSV,61,31.3,-999,-999
VSV37,LAKE ONEGA (PETROZAVODSK),L,E,RUSSIA,KARELIYA,61.3,35.45,33,30,120,9900,1540,300000,Y,Y,51540,FO,-999,3.5,VUGLINSKY,VSV,VSV,61.3,35.45,-999,-999
