lakecode,lakename,continent,country,state,IntermittentIceCover,Latitude_dd,Longitude_dd,Elevation_m,MeanAnnualAirTemp_c,SurfaceArea_km2,MeanDepth_m,MaximumDepth_m,Volume_mcm,WatershedArea_km2,ShorelineLength_km,ResidenceTime_days,MeanDischarge_m3_sec,Slope_degrees,ShorelineDevelopment,JFMCloudCover_perc,JFMPrecipitation_mm,DistanceToCoast_km,MaximumDistanceToLand_km
RB42,LOHJANJARVI E,E,Finland,,N,60.25189425,23.96158096,32,4.63150413,40,12.6,54,1797.59,2097,268.21,891.3,23.342,3.9,7.79,71.5219529,115.8170752,23.9,1.7
RB43,LANGELMAVESI S,E,Finland,,N,61.43333333,24.15,84,3.67540655,5,7.8,60,,,,,,,,72.77805031,88.59024576,125.18,
RB45,JALANTIJARVI E,E,Finland,,N,61.163927,23.74204762,83,4.104268368,4,5.1,6.14,31.68,555.3,21.84,71.8,5.107,1.78,2.47,73.63577382,90.99512347,96.65,0.9
RB47,PIHLAJAVESI SE,E,Finland,,N,62.35383625,24.24981593,139,3.736991934,5,5,18.2,216.82,416.9,61.95,708.3,3.543,3.21,3.85,71.98455441,76.55122101,142.8,1
RB48,SINERVAJARVI NW,E,Finland,,N,62.39425525,24.812761,139,3.689430976,4.5,10.2,37.2,27.29,31.6,14.25,1153,0.274,2.61,1.94,71.51788749,75.2097576,160.52,0.6
RB49,UKONSELKA E,E,Finland,,N,62.1418225,24.43942349,106,3.736991934,9,8.6,40.99,178.05,216.4,58.05,1072.2,1.922,2.68,3.59,71.98455441,76.55122101,154.61,1.4
RB5,MAANINKAJARVI NE,E,Finland,,N,63.21666667,27.23333333,82,3.467886229,10,12.2,69,,,,,,,,71.64878185,87.59268422,198.38,
RB50,PALOSELKA E,E,Finland,,N,62.01666667,24.46666667,96,3.736991934,1,4,22.18,,,,,,,,71.98455441,76.55122101,152.44,
RB51,LEPPASJARVI E,E,Finland,,N,61.9178735,23.07758628,101,4.044105756,2,4.2,12.6,17.32,431.2,12.96,49.8,4.028,4.82,2.56,73.24715619,94.81219683,78.76,0.4
RB52,JAMIJARVI E,E,Finland,,N,61.8063935,22.65952876,101,4.183333403,9.2,5.1,28,125.5,365.9,59.89,409.6,3.546,4.46,5.39,72.00162767,99.50487954,56.18,0.4
RB53,KYROSJARVI W,E,Finland,,N,61.78630625,23.09309838,83,4.044105756,15,10.6,48,2268.92,2141.5,271,1299.8,20.203,4.64,7.77,73.24715619,94.81219683,76.17,1.5
RB56,EVIJARVI S,E,Finland,,N,63.41310875,23.47519748,61,3.14430898,7,0.7,,173.07,1893.8,81.37,132.8,15.087,1.92,4.36,71.92439127,76.05122068,39.07,1
RB57,AITTOSELKA E,E,Finland,,N,64.19231625,29.00138142,160,1.974187015,1.5,8.1,,55.91,508.7,34.05,103,6.285,2.96,3.66,72.59674922,73.12439143,188.86,0.5
RB58,NUASJARVI N,E,Finland,,N,64.20038375,27.89859997,138,2.223983757,96.8,8.6,48,1166.34,8152.4,134.65,140.7,95.959,2.67,3.91,72.98861933,69.35122069,138.49,2.7
RB60,PORTIMOJARVI W,E,Finland,,N,66.37136925,23.93137349,63,1.012195126,3,3.6,1.66,15.79,3294.2,13.69,3,61.587,1.35,1.85,70.09187156,114.1463434,58.68,0.6
RB61,IIJARVI SW,E,Finland,,N,69.38333333,27.61666667,193,-1.250813046,6,,,,,,,,,,71.52520476,77.00487929,79.27,
RB62,INARI E,E,Finland,,N,69.05,28.4,119,-1.250813046,8,14.4,91.8,,,,,,,,71.52520476,77.00487929,79.56,
RB7,OSMAJARVI N,E,Finland,,N,62.4183645,27.7416392,79,3.740853736,4,9.6,18,92.49,1493,50.4,81.7,13.097,3.22,4.58,71.77561126,90.0463429,193.16,0.6
RB8,PIHLAJAVESI N,E,Finland,,N,61.86666667,28.83333333,76,3.842276506,15,,,,,,,,,,69.82764382,94.86341657,124.8,
RB9,SAIMAA S,E,Finland,,N,61.08333333,28.26666667,76,3.842276506,15,17,82,,,,,,,,69.82764382,94.86341657,45.28,
RH1,RANGELEY LAKE,N,United States,ME,N,44.94957973,-70.69902668,463,3.577642342,24.3,1.9,45,48.3,265.4,45.2,89.4,6.252,5.19,2.53,69.10813159,315.9146398,118.97,1.6
SCH1,RAWSON LAKE,N,Canada,ON,N,49.65,-93.71666667,304,2.506097602,2,7,,,,,,,,,59.32764323,77.79756247,809.45,
TB01,LAKE ERKEN,E,Sweden,,N,59.844725,18.56582286,11.1,6.329471645,23.7,9,20.65,167.22,138.7,46.53,1897.5,1.02,2.26,2.73,71.96991993,83.02439184,13.72,1.5
USGS1,CHAMPLAIN,N,United States,NY,Y,44.30617791,-73.32589497,95,7.143699319,1127,19.5,122,25800,21344.2,944.7,727,410.763,,8.15,70.88455408,161.1951254,248.51,5.8
VSV10,LAKE GUSINOYE,A,Russia,BURYAT REPUBLIC,N,51.19970405,106.4234276,550,-0.888414662,163,15,23,2950.33,1068.1,65.38,8260.1,4.134,2.97,1.46,58.22926898,24.9000004,1604.95,4.2
VSV11,LAKE JACK LONDON,A,Russia,MAGADANSKAYA DISTRICT,N,62.07291667,149.5468745,802,-12.23455307,14.4,33.2,,479.59,148.6,29.66,4680.3,1.186,9.4,2.2,63.31951349,34.35853721,256.49,0.8
VSV12,LAKE KHANTAYSKOYE,A,Russia,KRASNOYARSKY DISTRICT,N,68.36675008,91.68958479,73,-11.74227666,822,73,20,65785.55,11983.6,610.2,4731.2,160.932,,5.73,68.67073295,70.66341604,343.23,6.3
VSV13,LAKE KUBENSKOYE,E,Russia,VOLOGODSKAYA DISTRICT,N,59.65884688,39.42197205,108,3.090243971,427.83,1.3,166,2852.01,14501,302.22,261.7,126.137,0.97,4.12,81.2195139,95.38536786,471.28,4.8
VSV14,LAKE LATCHA,E,Russia,ARKHANGELSKAYA DISTRICT,N,61.32708333,38.74854466,118,2.795935003,351,1.3,3.6,1378.47,12715.9,114.01,140.7,113.432,0.76,1.86,81.87073303,98.50975786,280.46,6.2
VSV15,LAKE B.LEPRINDO,A,Russia,CHITINSKAYA DISTRICT,N,56.4,117.2,984,-10.81666687,17.3,18,65,,,,,,,,55.67886238,13.11707335,1140.69,
VSV16,LAKE M.DARPIR,A,Russia,SAKHA REPUBLIC,N,64.14373711,147.9854808,819,-17.37459384,4,31.4,,410.66,2564.8,28.69,374.6,12.688,9.13,2.24,59.49187063,22.53902483,494.15,0.7
VSV17,LAKE NICHATKA,A,Russia,CHITINSKAYA DISTRICT,N,57.45,117.28,560,-10.55020346,37.3,,,,,,,,,,62.04959407,18.01707342,1144.27,
VSV18,LAKE NYAKSHINGDA,A,Russia,EVENK AUTONOMIC DISTRICT,N,67.00499268,93.53625309,272,-12.32134166,86.2,9,,634.36,789.2,101.06,694,10.579,2.15,3.39,66.51219611,59.9975619,495.73,2.2
VSV19,LAKE SENEZHSKOYE,E,Russia,MOSCOVSKAYA DISTRICT,N,56.21050212,37.00696144,190,5.120122059,8.5,3.9,6.6,90.99,85.6,23.14,1857.4,0.567,3.3,2.14,81.33170899,124.2585385,570.82,1.4
VSV2,LAKE IMANDRA,E,Russia,MURMANSKAYA,N,67.72290175,33.11725251,127,-0.901422795,876,13,67,10800,10428.9,760,1268.1,98.574,,10.58,76.21057042,124.3512215,71.74,3.6
VSV20,LAKE SHAKSHINSKOYE,A,Russia,CHITINSKAYA DISTRICT,N,52.15625,112.7353799,963,-4.090040749,53.6,3.4,6.3,371.15,899,29.77,1558.1,2.757,1.88,1.16,40.22439104,7.102439133,1400.92,3.1
VSV21,LAKE SHIRA,A,Russia,KHAKASSIA,N,54.50861111,90.20326894,390,0.089634169,32,11.9,21.6,224.26,844.9,24.96,1706.5,1.521,1.83,1.18,58.68292739,48.75853757,1565.39,2.6
VSV22,LAKE SOSNOVOYE,A,Russia,BURYATIYA,N,52.55646905,111.5287941,950,-4.142073256,24,2.5,,58.23,163.5,24.39,1501.1,0.449,0.89,1.42,42.59430975,9.141463606,1482.06,2.1
VSV23,LAKE SUUREEN-KUEL,A,Russia,SAKHA REPUBLIC,N,65,130.41,731,-18.08760195,2.3,,21,,,,,,,,62.22357801,16.91219545,637.01,
VSV24,LAKE TAYMYR,A,Russia,TAYMYR AUTONOMIC DISTRICT,N,74.52404446,101.276011,6,-15.40365885,4560,2.8,26,12800,92284.1,2157.26,184.1,804.64,,8.69,55.35284622,35.14878114,172.43,10.4
VSV25,LAKE TCHALPAN,A,Russia,KHAKASSIA,N,53.2,91.3,296,1.35853663,1,,4.6,,,,,,,,52.62682989,45.38292753,1722.96,
VSV26,LAKE TCHUKCHAGIRSKOYE,A,Russia,KHABAROVSKY DISTRICT,N,52,130.36,70,-1.706300802,366,2,6,,,,,,,,40.74715509,22.33170773,442.1,
VSV27,LAKE ULAKHAN-KUEL,A,Russia,SAKHA REPUBLIC,N,60.4,120,78,-6.448170865,67.8,,3,,,,,,,,68.37317195,30.72682971,1091.58,
VSV29,LAKE TELETSKOYE,A,Russia,GORNO-ALTAISKY AUTONOMIC,N,51.57168172,87.66884552,435,-1.446544752,223,174,330,31461.22,19893.2,190.76,1675.1,217.377,16.51,3.64,50.73658604,45.85122028,1834.45,2.5
VSV3,LAKE ARAKHLEY,A,Russia,CHITINSKAYA DISTRICT,N,52.20694444,112.8778394,967,-4.090040749,58.5,10,17,519.07,439.7,32.19,4160.5,1.444,2.25,1.2,40.22439104,7.102439133,1404.45,3.4
VSV30,LAKE BOLSHIE CHANY,A,Russia,NOVOSIBIRSKAYA DISTRICT,N,55.33,60.54,242,2.718902501,1990,2.2,9,,,921,,,,,61.7756107,64.43902566,1329.21,
VSV31,LAKE KULUNDINSKOYE,A,Russia,ALTAY DISTRICT,N,52.97972222,79.57522114,95,2.970325258,728,2.8,4.9,1848.71,16101.6,207.38,765.7,27.944,,2.26,59.0243908,52.43658643,1528.93,10.5
VSV32,LAKE UBINSKOYE,A,Russia,NOVOSIBIRSKAYA DISTRICT,N,55.47094699,80.04726506,120,1.36483745,440,3.4,3,1442.47,1191.7,100.51,8838.2,1.889,0.54,1.38,59.55365911,57.35365951,1269.06,7.6
VSV33,LAKE SARTLAN,A,Russia,NOVOSIBIRSKAYA DISTRICT,N,54.98043958,78.5976824,110,1.732926902,238,3,6,771.44,2602,77.2,1997.9,4.469,0.63,1.45,55.52926893,47.06341527,1297.32,7.6
VSV34,LAKE UVILDY,A,Russia,CHELYABINSKAYA DISTRICT,N,55.53485569,60.48999079,275,1.956097609,68.1,14,38,777.38,121.2,72.33,16569.8,0.543,2.99,2.61,64.51951311,73.08780618,1308.75,3.1
VSV35,LAKE ARGAYASH,A,Russia,CHELYABINSKAYA DISTRICT,N,55.48958876,60.91717229,243,2.718902501,7,5,8,37.55,35.3,10.93,4938.2,0.088,1.75,1.15,61.7756107,64.43902566,1305.24,1.4
VSV36,LAKE LADOGA,E,Russia,LENINGRADSKAYA DISTRICT,N,60.84168769,31.6291089,5,4.420731791,18130,51,230,837000,279581.2,1570,3833.3,2527.206,,3.84,74.03983884,98.46341603,121.54,56.3
VSV37,LAKE ONEGA (PETROZAVODSK),E,Russia,KARELIYA,N,61.88541667,35.25640261,33,3.197154536,9900,30,120,262000,59064.3,1540,4918.7,616.51,,6.82,73.67235922,97.936587,233.98,25.1
VSV38,LAKE ILMEN,E,Russia,PSKOVSKAYA DISTRICT,N,58.27319716,31.30041423,18,5.349390348,982,2.6,10,12000,67185.8,411.38,237,586.006,,3.75,80.81138357,89.43902657,188.89,11.4
VSV39,LAKE TCHUDSKO-PSKOVSKOYE,E,Estonia,PSKOVSKAYA DISTRICT,N,58.42791667,27.48355062,30,5.450000092,3560,7.1,15.3,25070,47673.7,520,860.8,337.098,,3.5,80.46992006,95.18780664,110.13,20.6
VSV4,LAKE AZAS,A,Russia,TUVA REPUBLIC,N,52.39135159,96.50717836,941,-3.642073227,51.5,17.3,,886.44,2758.1,94.58,438.3,23.406,4.06,3.72,49.16097632,30.14390287,1934.88,1.6
VSV40,LAKE SYABERO,E,Russia,LENINGRADSKAYA DISTRICT,N,58.47,29.09,45,5.330894417,14.2,2.2,7,,,,,,,,81.15203402,107.0902458,125.25,
VSV41,LAKE SYAMOZERO,E,Russia,KARELIYA,N,61.94791531,33.18325069,108,2.928455336,266,6.5,24,8564.29,1459.2,151.6,9885.7,10.027,4.23,2.61,80.87479819,102.1853671,266.34,4.6
VSV42,LAKE LOVOZERO,E,Russia,MURMANSKAYA DISTRICT,N,67.86366916,35.18198326,153,-0.460772355,223,5.8,35,2181.08,1481.5,178.36,1544.5,16.344,2.14,3.87,79.27398502,103.3829284,127.52,2.7
VSV43,LAKE UMBOZERO,E,Russia,MURMANSKAYA DISTRICT,N,67.71041667,34.4052988,152,-0.936788656,313,15,115,8178.47,2027.9,190.47,4791.6,19.755,3.36,3.01,77.97073361,119.3829293,92.06,5.2
VSV44,LAKE ASLI-KUL,E,Russia,BASHKIRIYA,N,54.18,54.37,205,3.491666733,23.3,5.1,8.1,,,,,,,,69.30000125,101.6756113,1311.63,
VSV6,LAKE BARUN-TOREY,A,Russia,CHITINSKAYA DISTRICT,N,50.06971951,115.8089656,598,-0.636178881,803.78,4.5,,3617.02,25184.8,267.74,1981.3,21.129,,2.66,42.50081372,7.751219631,1095.83,8.6
VSV7,LAKE BAUNT,A,Russia,BURYAT REPUBLIC,N,55.20597222,113.0076726,1065,-7.477235907,111,17,33,2429.79,10256.4,52.58,403.6,69.684,3.69,1.4,49.10569168,10.10975631,1411.07,4.4
VSV9,LAKE EMANDGA,A,Russia,SAKHA(YAKUT)REPUBLIC,N,65.2,135.45,672,-17.07418735,33.1,,15,,,,,,,,52.29268349,12.70487829,632.63,
WPS01,BLACK OTTER LAKE,N,United States,WI,N,44.333,-88.637,240.18,7.034146458,0.3,,2.7,,,,,,,,69.70081422,106.990246,974.55,
WPS02,CLEAR LAKE,N,United States,WI,N,42.7996525,-88.97973798,250,8.184349752,0.33,4.1,6.1,1.38,3.8,2.42,515.4,0.031,2.91,1.18,70.19674934,127.6536609,1091.21,0.3
WPS04,WEST BAY LAKE,N,United States,WI,N,46.2,-89.43,512,3.631910647,0.7,,9.45,,,,,,,,68.91138359,94.74390436,855.38,
WRS191,AISHIHIK LAKE,N,Canada,YT,N,61.40847166,-137.1031904,936,-4.918496013,147.43,49.7,120,7333.6,2547.8,176.75,6896.3,12.308,7.16,4.11,60.09268347,33.36341509,201.05,1.9
WRS192,ALLEN LAKE,N,Canada,BC,N,58.41666667,-130,231,-1.153861817,0.12,2,5,,,,,,,,68.16341599,77.98292826,195.89,
WRS193,ALLUMETTE LAKE,N,Canada,ON,N,45.97959088,-77.30101234,104,4.963821222,213.04,26.6,,5671.9,74577.7,584.91,66.1,992.449,3.81,11.3,65.16260305,166.365857,478.43,1.6
WRS194,ALTA LAKE,N,Canada,BC,N,50.11350083,-122.9808607,641,2.273983766,1.04,10.9,25,11.3,38.4,5.49,85,1.538,8.19,1.52,72.40000156,431.070741,47.31,0.4
WRS195,ANAHIM LAKE,N,Canada,BC,N,52.35,-125.3333333,1083,2.01504069,5.95,1.7,5.18,,,,,,,,71.58374141,226.9853694,113.86,
WRS196,ATHAPAPUSKOW LAKE,N,Canada,MB,N,54.62191537,-101.6544849,290,0.14268294,255.67,17.8,71,4554.23,1859.6,484.88,18967.6,2.779,2.57,8.55,55.0146347,50.49512292,610.69,3.6
WRS197,ATLIN LAKE,N,Canada,BC,N,59.56296493,-133.7535891,669,-1.873170779,589.46,85.5,283,50398.11,7013.3,629.06,6852.2,85.128,,7.31,66.2821151,74.0585379,84.56,4
WRS199,ATTAWAPISKAT LAKE,N,Canada,ON,N,52.24489102,-87.88040441,240,-1.37073173,199.73,14.4,,2881.38,21713.7,715.7,152.7,218.437,2.27,14.29,55.06422821,78.04390401,375.7,1.5
WRS203,BAKER LAKE,N,Canada,NT,N,64.12976834,-95.16335496,2,-11.61382134,1664.7,60,,99882,244118.8,896.5,702.1,1646.452,,6.2,45.59349679,22.51463463,65.08,9.9
WRS204,BALLENDEN LAKE,N,Canada,NT,N,68.5334933,-88.62221565,129,-13.91097583,18.84,5.8,,109.11,54.9,29.02,2950.7,0.428,1.95,1.89,43.6178868,6.156097657,25.25,1.3
WRS205,BARROW LAKE,N,Canada,NT,N,68.41002016,-89.53179451,81,-13.65691081,33.37,12.8,,426.54,157.7,61.67,3927.4,1.257,3.43,3.01,43.6780496,5.400000088,14.46,1.5
WRS207,BASS LAKE,N,Canada,ON,N,44.60202274,-79.50919142,249,6.488414752,5.49,5,10,27.69,53.6,10.76,807.4,0.397,1.83,1.3,66.93170855,265.3463447,617.84,1
WRS209,BEAR LAKE,N,Canada,AB,N,55.18333333,-118.8833333,660,1.880691101,33,4,,,,,,,,,65.01382257,67.86585476,600.95,
WRS211,BEAVERLODGE LAKE,N,Canada,SK,N,59.51210756,-108.5557784,240,-3.224187056,47.68,26.8,,1278.14,294.9,90.04,18308.6,0.808,6.05,3.68,52.59837462,47.19756181,766.14,1.8
WRS212,BIG QUILL LAKE,N,Canada,SK,N,51.88152967,-104.3614131,510,1.521544746,272.89,3.3,,914.13,8684.5,108.25,815,12.982,0.59,1.85,60.32357838,48.88536681,933.82,7.5
WRS213,BIG TROUT LAKE,N,Canada,ON,N,53.78206909,-90.06008218,206,-2.225813065,644.1,16,40,10305.54,4491.7,655.98,4149.6,28.744,,7.29,52.1479682,71.89268399,294.11,6.1
WRS214,BIGWOOD LAKE,N,Canada,ON,N,50.11316662,-91.89341213,372,1.345121981,0.4,4.3,,1.73,5.6,3.05,266.8,0.075,3.11,1.36,57.77479764,92.85853826,717.86,0.3
WRS216,BURNS LAKE,N,Canada,BC,N,54.20496152,-125.7297347,697,2.600813041,12.55,16.2,40,203.74,746.7,72.76,810.6,2.909,5.2,5.79,73.34959486,91.11463598,176.43,0.6
WRS221,CHURCHILL LAKE,N,Canada,SK,N,55.97592039,-108.3329938,415,0.1117886,543.87,7.5,24,4079.05,21084.7,417.95,1609.1,29.341,,5.06,58.25935038,48.71707396,869.61,7.5
WRS222,CLEARWATER LAKE,N,Canada,MB,N,54.06372583,-101.0797116,257,-0.256097567,283.92,8.7,,2471.63,649.6,148.48,88021.1,0.325,1.35,2.49,54.54390335,53.39268384,610,7.2
WRS223,COLD LAKE,N,Canada,AB,N,54.53806804,-110.0722695,531,0.747154513,346.85,43.6,100,15131.9,6543.5,116.58,13276,13.192,5.24,1.77,59.52195225,51.49512279,1045.15,7.7
WRS225,CONTWOYTO LAKE,N,Canada,NT,N,65.59645778,-110.5832805,435,-11.12052862,1053.82,22.2,,23383.42,9841.5,1449.04,7515.1,36.013,,12.59,49.22601684,25.81951272,172.38,3.9
WRS226,CRANBERRY LAKES,N,Canada,MB,N,54.56788482,-101.1162302,294,-0.48597564,110.29,9.4,,1035.79,643.1,195.91,7794.7,1.538,1.79,5.26,54.16422845,54.21951332,581.24,2.4
WRS228,CROOKED LAKE,N,Canada,BC,N,59.9121886,-126.4288144,556,-2.038414663,1.17,7.1,,8.28,179.8,11.65,77.9,1.231,4.71,3.04,63.9138223,66.1731718,443.01,0.3
WRS229,DAUPHIN LAKE,N,Canada,MB,N,51.28021069,-99.77563912,258,2.323374036,515.73,2.3,3,1207.9,8948.4,143.18,975.5,14.332,,1.78,56.1715456,66.22439158,772.59,8.7
WRS230,DEADMANS POND,N,Canada,NF,N,48.92665742,-54.53754457,118,4.035365912,2.54,1.8,,4.67,15.2,10.67,126.3,0.428,0.73,1.89,68.70406658,330.695127,28.82,0.6
WRS232,DEER LAKE,N,Canada,NF,N,49.09380279,-57.57219811,5,3.328658595,67.81,19.8,,1345.88,7533.8,69.95,73.5,211.842,4.33,2.4,69.54227779,338.2804921,21.7,1.9
WRS234,DIEFENBAKER LAKE,N,Canada,SK,N,50.95254327,-106.9076225,551,3.575203332,391.72,25.2,66,9870,118913.8,750.71,435.7,262.165,2.99,10.7,62.05935061,46.46829361,1136.05,2.2
WRS236,EKAPO LAKE,N,Canada,SK,N,50.32302423,-102.5724065,587,2.460365869,4.28,3.5,,15.13,199,31.36,1683.8,0.104,1.32,4.28,59.61219602,54.27561085,974.34,0.5
WRS237,ELDON LAKE,N,Canada,MB,N,56.80917447,-101.0137042,327,-2.993292747,4.6,3.9,,18.04,400.2,18.81,65,3.212,1.45,2.47,52.93983813,53.46097669,436.4,0.7
WRS238,ENNADAI LAKE,N,Canada,NT,N,60.99052411,-101.3829192,303,-7.975406626,709.89,19.6,,13895.13,21094.1,1144.37,1241,129.591,,12.12,49.35935044,33,364.7,4.1
WRS240,FARNSWORTH LAKE,N,Canada,MB,N,58.68908071,-94.05643858,13,-6.579268402,3.92,1.4,,5.32,16.1,10.53,322.2,0.191,0.44,1.5,50.61544778,44.9658545,6.59,0.7
WRS241,FENOR LAKE,N,Canada,NT,N,69.0869227,-79.02472401,27,-12.67296769,1.03,1.7,,1.7,3.6,5.33,1402,0.014,0.89,1.49,44.97398437,19.7390247,1.62,0.5
WRS243,FRAME LAKE,N,Canada,NT,N,62.45389539,-114.3900686,186,-4.61686999,0.9,3.4,,3.04,3.4,7.92,3199.8,0.011,1.43,2.36,52.61544806,46.22195209,553.8,0.1
WRS247,GLENMORE RESERVOIR ELBOW RIVER,N,Canada,AB,N,50.98792659,-114.1101455,1072,2.591666699,3.15,6.2,22,19.6,1178.8,25.75,25.5,8.883,2.87,4.09,64.03008245,71.80975748,651.72,0.6
WRS248,GOLDEN LAKE,N,Canada,ON,N,45.57614346,-77.35970573,167,4.963821222,36.16,9.1,25,330.71,1483.7,57.61,233.1,16.418,2.52,2.7,65.16260305,166.365857,493.7,2.1
WRS249,GOSHEN LAKE,N,Canada,NS,N,45.37677712,-61.97722536,75,5.955284657,0.13,2.9,,0.37,3.6,1.46,39.3,0.11,1.99,1.16,67.59593604,361.746347,20.9,
WRS250,GRACE LAKE,N,Canada,MB,N,53.8251327,-101.1653297,257,0.046341494,9.34,2.4,,22.06,17,18.9,63819.4,0.004,0.62,1.74,55.31869997,50.57073263,631.95,1.3
WRS251,GRAHAM LAKE,N,Canada,ON,N,49.25875425,-90.56663095,484,1.189837435,1.96,4.2,,8.32,58.8,7.6,142.6,0.675,2.14,1.53,59.72926901,93.73658684,707.69,0.5
WRS252,GRAND LAKE,N,Canada,NS,N,46.16666667,-60.05,27,5.932317174,2,3,,,,,,,,,68.34227777,407.6268362,3.62,
WRS253,GREAT BEAR LAKE,N,Canada,NT,N,65.91122797,-120.3774395,145,-7.210569241,30450.64,72.2,446,2200000,147665.4,5331.72,47577.7,535.187,,8.62,50.65609825,30.86585422,303.27,39.4
WRS258,GREAT SLAVE LAKE,N,Canada,NT,N,61.88364839,-113.2586476,148,-4.098983814,26734.29,59.1,614,1580000,995312.3,9814.16,4203.2,4350.692,,16.93,52.64390322,41.9609763,576.27,44.6
WRS259,GULL LAKE,N,Canada,ON,N,44.91170215,-79.34731494,249,5.962601757,1.92,4,,7.74,41.9,20.14,240.9,0.372,2.04,4.1,66.80894452,240.6390281,630.43,0.3
WRS261,HEMING LAKE,N,Canada,MB,N,54.8897899,-101.1251688,330,-0.48597564,2.81,4.2,,11.77,57.1,21.44,713.2,0.191,1.86,3.61,54.16422845,54.21951332,566.6,0.4
WRS262,HOURGLASS LAKE,N,Canada,BC,N,52.12179762,-124.0769332,903,2.929878092,0.14,3.6,,0.48,0.9,1.82,1391.4,0.004,2.9,1.4,70.34552976,86.5439039,144.7,0.2
WRS263,INDIAN HOUSE LAKE,N,Canada,QC,N,56.09845063,-64.73684169,298,-5.545122031,35.62,18.6,,661.61,19952.5,96.16,21.6,354.553,4.68,4.55,57.64634218,145.475612,154.17,1.2
WRS265,ISLAND LAKE,N,Canada,MB,N,53.84896408,-94.15890446,225,-0.930081317,964.63,20.1,60,19388.98,13960.8,3868.28,2927.1,76.666,,35.13,53.32683017,62.83414735,350.24,2.2
WRS266,JACKFISH LAKE,N,Canada,AB,N,53.48548564,-114.2373152,729,3.361178911,2.48,5.4,,13.42,22.1,20.41,1784.9,0.087,2.63,3.65,63.13902568,60.18780577,750.21,0.6
WRS267,KALAMALKA LAKE,N,Canada,BC,N,50.23333333,-119.2833333,395,6.635975729,26,57,142,,,,,,,,72.78211535,111.9317092,283,
WRS268,KEJIMKUJIK LAKE,N,Canada,NS,N,44.37200053,-65.2369548,88,6.767073296,25.53,5.8,20,146.96,707.5,102.22,84.3,20.177,1.82,5.71,67.69918833,400.6243971,44.19,1.8
WRS269,KENOGAMISIS LAKE,N,Canada,ON,N,49.70625827,-86.86118679,327,0.279674811,42.35,4.8,,202.58,1270,182.21,119.4,19.642,1.39,7.9,59.55528526,113.4926846,464.9,1
WRS270,KLUANE LAKE,N,Canada,YT,N,61.31808889,-138.7837772,768,-5.086382195,397.6,102.1,91,40596.22,5569.7,312.22,7359,63.849,10.64,4.42,59.02683004,52.3780497,144.25,3.3
WRS271,KNOB LAKE,N,Canada,QC,N,54.8,-66.81666667,508,-5.009552917,2,5,,,,,,,,,58.23089522,139.9658554,339.95,
WRS272,KOOTENAY LAKE,N,Canada,BC,N,49.71459045,-116.8865892,530,0.320325216,421.55,179,154,75445.12,46401.5,392.34,1162.3,751.282,16.92,5.39,72.33821308,381.8463492,420.58,2.7
WRS273,LAC A LA TRUITE,N,Canada,QC,N,51.4649692,-57.17668557,16,1.587601647,1.48,4,,5.9,39.7,9.11,76,0.899,2.2,2.11,65.22032652,231.7121983,4.23,0.5
WRS274,LAC AUX BOULEAUX,N,Canada,QC,N,51.45371165,-57.1769879,19,1.587601647,0.42,3.8,,1.6,41.2,2.38,19.9,0.929,2.38,1.04,65.22032652,231.7121983,4.23,0.4
WRS275,LAC BLOUIN,N,Canada,QC,N,48.17561471,-77.74608617,291,1.408943089,13.76,8.1,,111.5,1047.5,39.88,81,15.937,2.79,3.03,62.02845634,160.8780514,342.5,0.7
WRS276,LAC CACHE,N,Canada,QC,N,49.76666667,-74.53333333,379,0.070731712,3,8,,,,,,,,,62.04552947,141.3219538,343.45,
WRS277,LAC DE MONTIGNY,N,Canada,QC,N,48.05746514,-77.90249535,291,1.408943089,95.88,9.7,,926.48,967.9,274.25,736.1,14.567,2.15,7.9,62.02845634,160.8780514,353.05,2.3
WRS278,LAC DE MORHIBAN,N,Canada,QC,N,51.83182365,-62.89237001,524,-2.359552875,25.88,8.8,,228.42,168.9,92.26,834.5,3.168,2.63,5.12,59.51138303,201.2170767,167.92,1
WRS279,LAC DES SABLES,N,Canada,QC,N,46.04286361,-74.30211621,375,3.29349601,2.85,9.8,,27.76,39.2,19.16,443.2,0.725,5.02,3.2,66.32845635,239.2146392,252.98,0.5
WRS280,LAC LA BICHE,N,Canada,AB,N,54.86460788,-112.0763355,537,1.313008155,238.98,19.6,22,4687.19,4274.5,183.97,4400.9,12.327,2.84,3.36,60.52601723,59.31219603,949.85,4.1
WRS281,LAC LA CHESNAYE,N,Canada,QC,N,49.3249795,-68.18653412,62,1.918495957,5.51,24.1,,132.7,413.9,27.95,192.8,7.965,11.57,3.36,61.98536673,249.6829308,8.42,0.4
WRS282,LAC LA RONGE,N,Canada,SK,N,55.11384124,-104.9716447,360,-0.754471566,1296.47,12.7,,16465.17,15256.8,1911.67,3467.1,54.965,,14.98,57.61544797,62.79512294,749.08,8
WRS283,LAC MALFAIT,N,Canada,QC,N,49.13333333,-68.2,333,1.918495957,0.13,4,,,,,,,,,61.98536673,249.6829308,2.09,
WRS284,LAC MAUSER,N,Canada,QC,N,47.90825076,-74.6194696,419,1.958739889,6.14,8.8,,54.07,641.4,73.91,59,10.611,3.4,8.41,65.37886317,177.268295,283.37,0.3
